TimeStamp,Ether
2017-09-08 12:30:00,327.84
2017-09-08 12:45:00,327.93
2017-09-08 13:00:00,326.66
2017-09-08 13:15:00,325.18
2017-09-08 13:30:00,317.04
2017-09-08 13:45:00,303.98
2017-09-08 14:00:00,299.26
2017-09-08 14:15:00,276.0
2017-09-08 14:30:00,279.22
2017-09-08 14:45:00,292.5
2017-09-08 15:00:00,295.85
2017-09-08 15:15:00,285.99
2017-09-08 15:30:00,287.68
2017-09-08 15:45:00,288.12
2017-09-08 16:00:00,294.06
2017-09-11 09:30:00,293.93
2017-09-11 09:45:00,293.68
2017-09-11 10:00:00,292.99
2017-09-11 10:15:00,291.99
2017-09-11 10:30:00,294.96
2017-09-11 10:45:00,294.25
2017-09-11 11:00:00,292.69
2017-09-11 11:15:00,295.0
2017-09-11 11:30:00,294.86
2017-09-11 11:45:00,293.75
2017-09-11 12:00:00,293.44
2017-09-11 12:15:00,293.35
2017-09-11 12:30:00,292.9
2017-09-11 12:45:00,294.17
2017-09-11 13:00:00,294.32
2017-09-11 13:15:00,296.38
2017-09-11 13:30:00,295.86
2017-09-11 13:45:00,297.36
2017-09-11 14:00:00,300.0
2017-09-11 14:15:00,300.0
2017-09-11 14:30:00,300.96
2017-09-11 14:45:00,299.38
2017-09-11 15:00:00,300.0
2017-09-11 15:15:00,297.72
2017-09-11 15:30:00,294.93
2017-09-11 15:45:00,298.15
2017-09-11 16:00:00,299.2
2017-09-12 09:30:00,309.19
2017-09-12 09:45:00,308.78
2017-09-12 10:00:00,308.93
2017-09-12 10:15:00,308.46
2017-09-12 10:30:00,307.62
2017-09-12 10:45:00,309.75
2017-09-12 11:00:00,311.3
2017-09-12 11:15:00,312.52
2017-09-12 11:30:00,311.03
2017-09-12 11:45:00,312.26
2017-09-12 12:00:00,311.25
2017-09-12 12:15:00,310.73
2017-09-12 12:30:00,311.02
2017-09-12 12:45:00,309.12
2017-09-12 13:00:00,306.03
2017-09-12 13:15:00,306.14
2017-09-12 13:30:00,306.64
2017-09-12 13:45:00,307.69
2017-09-12 14:00:00,304.22
2017-09-12 14:15:00,303.5
2017-09-12 14:30:00,304.27
2017-09-12 14:45:00,305.0
2017-09-12 15:00:00,303.05
