TimeStamp,AAPL
2020-11-30 09:50:00,119.06
2020-11-30 10:00:00,118.9179
2020-11-30 10:10:00,119.3538
2020-11-30 10:20:00,118.73
2020-11-30 10:30:00,118.71
2020-11-30 10:40:00,117.96
2020-11-30 10:50:00,117.55
2020-11-30 11:00:00,118.1326
2020-11-30 11:10:00,117.98
2020-11-30 11:20:00,117.7501
2020-11-30 11:30:00,117.81
2020-11-30 11:40:00,118.005
2020-11-30 11:50:00,118.725
2020-11-30 12:00:00,118.88
2020-11-30 12:10:00,118.84
2020-11-30 12:20:00,118.8736
2020-11-30 12:30:00,119.0365
2020-11-30 12:40:00,118.82
2020-11-30 12:50:00,118.8356
2020-11-30 13:00:00,119.045
2020-11-30 13:10:00,119.095
2020-11-30 13:20:00,118.895
2020-11-30 13:30:00,119.07
2020-11-30 13:40:00,119.2
2020-11-30 13:50:00,119.57
2020-11-30 14:00:00,119.735
2020-11-30 14:10:00,119.84
2020-11-30 14:20:00,119.975
2020-11-30 14:30:00,120.19
2020-11-30 14:40:00,120.575
2020-11-30 14:50:00,120.555
2020-11-30 15:00:00,120.57
2020-11-30 15:10:00,120.81
2020-11-30 15:20:00,120.855
2020-11-30 15:30:00,120.41
2020-11-30 15:40:00,120.62
2020-11-30 15:50:00,120.521
2020-11-30 16:00:00,119.605
